169	71.00	5.00
170	70.00	5.00
171	69.00	5.00
172	68.00	5.00
173	78.04	3.51
174	78.38	5.22
175	78.40	7.06
176	78.42	9.02
177	78.47	10.98
178	78.48	12.92
179	78.43	14.89
180	78.42	16.90
181	78.45	18.90
182	78.42	20.89
183	78.42	22.90
184	78.45	24.90
185	78.42	26.89
186	78.42	28.90
187	78.43	30.91
188	78.37	32.93
189	78.32	35.01
190	78.27	37.19
191	76.54	38.09
192	74.81	38.36
193	72.99	38.39
194	72.74	35.86
195	74.01	34.31
196	74.12	32.89
197	74.23	31.38
198	74.25	29.81
199	74.20	28.31
200	74.20	26.86
201	74.26	25.36
202	74.26	23.81
203	74.20	22.30
204	74.20	20.86
205	74.26	19.36
206	74.26	17.81
207	74.20	16.30
208	74.21	14.86
209	74.27	13.36
210	74.30	11.80
211	74.27	10.23
212	74.20	8.73
213	74.19	7.30
214	74.25	5.85
215	72.81	4.05
216	71.60	4.02
217	70.52	4.03
218	69.47	4.03
219	68.40	4.05
220	67.22	4.12
221	65.78	5.68
222	65.61	7.20
223	65.61	8.74
224	65.62	10.25
225	65.63	11.75
226	65.64	13.25
227	65.64	14.74
228	65.63	16.24
229	65.64	17.74
230	65.67	19.24
231	65.68	20.73
232	65.68	22.26
233	65.69	23.81
234	65.72	25.37
235	65.79	26.86
236	65.80	28.30
237	65.75	29.81
238	65.77	31.37
239	65.86	32.86
240	65.95	34.27
241	67.21	35.84
242	68.39	35.94
243	69.47	35.96
244	70.52	35.96
245	71.59	35.94
246	71.03	38.21
247	68.95	38.21
248	66.93	38.38
249	64.94	38.36
250	62.80	38.28
251	61.92	36.54
252	61.68	34.76
253	61.62	32.85
254	61.56	30.89
255	61.58	28.90
256	61.57	26.90
257	61.52	24.94
258	61.51	23.05
259	61.58	21.22
260	58.90	18.30
261	56.96	18.32
262	54.99	18.32
263	53.00	18.31
264	51.00	18.30
265	49.00	18.29
266	47.00	18.29
267	45.00	18.29
268	43.00	18.28
269	41.00	18.28
270	39.00	18.28
271	37.00	18.28
272	35.00	18.28
273	33.00	18.28
274	31.00	18.28
275	29.00	18.28
276	27.00	18.28
277	25.00	18.28
278	23.00	18.28
279	21.00	18.28
280	19.00	18.28
281	17.00	18.28
282	15.00	18.28
283	13.00	18.28
284	11.01	18.28
285	9.01	18.28
286	7.00	18.25
287	4.91	18.17
288	2.71	18.17
289	1.64	16.66
290	1.77	14.96
291	1.75	12.97
292	1.73	10.97
293	1.70	8.95
294	1.66	6.96
295	1.72	4.94
296	1.80	2.76
297	3.31	1.71
298	5.02	1.89
299	7.02	1.86
300	9.02	1.79
301	11.01	1.75
302	13.00	1.73
303	15.00	1.73
304	17.00	1.73
305	19.00	1.73
306	21.00	1.73
307	23.00	1.73
308	25.00	1.73
309	27.00	1.73
310	29.00	1.73
311	31.00	1.73
312	33.00	1.73
313	35.00	1.73
314	37.00	1.73
315	39.00	1.73
316	41.00	1.72
317	43.00	1.72
318	45.00	1.72
319	47.00	1.72
320	49.00	1.71
321	51.01	1.71
322	53.01	1.70
323	55.01	1.69
324	57.02	1.67
325	59.02	1.65
326	61.02	1.62
327	63.02	1.60
328	65.00	1.59
329	66.95	1.59
330	68.95	1.78
331	71.03	1.76
332	73.01	1.54
333	74.96	1.62
334	77.13	1.75
335	66.18	35.40
336	68.92	3.16
337	71.07	36.83
338	68.91	36.83
339	71.07	3.14
340	66.17	4.51
341	73.74	35.44
342	74.21	4.41
343	75.05	33.75
344	64.20	8.00
345	64.22	9.51
346	64.23	11.01
347	64.26	12.51
348	64.28	13.99
349	64.28	15.47
350	64.25	17.00
351	75.41	32.39
352	64.91	33.67
353	64.32	18.51
354	75.48	6.75
355	64.40	19.96
356	64.36	21.46
357	75.54	30.70
358	64.58	32.34
359	75.22	8.03
360	75.48	29.01
361	64.46	30.68
362	64.38	24.71
363	64.34	23.06
364	64.77	27.66
365	75.61	11.00
366	75.49	26.34
367	75.50	14.35
368	75.49	23.01
369	75.49	9.34
370	75.49	17.01
371	75.49	20.34
372	64.52	29.01
373	75.22	27.66
374	64.49	26.35
375	75.61	12.69
376	75.57	24.68
377	75.23	15.66
378	75.23	21.65
379	75.57	18.68
380	70.00	2.98
381	70.00	37.00
382	67.73	36.99
383	72.22	2.92
384	67.74	2.98
385	72.22	37.00
386	65.96	36.70
387	73.83	2.99
388	66.00	3.22
389	73.86	36.75
390	63.93	36.75
391	75.82	3.44
392	61.90	19.51
393	62.98	22.21
394	76.88	31.78
395	62.96	23.95
396	76.92	29.84
397	76.70	27.77
398	76.93	25.74
399	76.96	13.75
400	77.01	11.90
401	63.04	25.77
402	63.08	29.83
403	63.29	27.77
404	76.93	23.83
405	76.71	15.77
406	76.93	17.83
407	76.71	21.77
408	76.93	19.74
409	76.95	10.04
410	76.56	33.89
411	63.11	31.72
412	76.70	8.05
413	64.00	3.15
414	76.70	36.06
415	63.40	33.71
416	76.92	6.15
417	75.41	36.91
418	57.89	16.68
419	62.04	3.20
420	63.14	35.39
421	76.95	4.69
422	60.05	3.25
423	55.97	16.67
424	58.05	3.30
425	54.00	16.64
426	56.04	3.34
427	52.01	16.62
428	54.03	3.38
429	50.01	16.60
430	52.02	3.40
431	48.01	16.59
432	50.01	3.41
433	46.01	16.59
434	48.01	3.42
435	44.00	16.58
436	46.01	3.43
437	42.00	16.58
438	44.00	3.44
439	40.00	16.58
440	42.00	3.44
441	38.00	16.58
442	40.00	3.44
443	36.00	16.58
444	38.00	3.45
445	34.00	16.58
446	36.00	3.45
447	32.00	16.57
448	34.00	3.45
449	30.00	16.57
450	28.00	16.57
451	32.00	3.45
452	26.00	16.57
453	24.00	16.57
454	30.00	3.45
455	22.00	16.57
456	20.00	16.57
457	18.00	16.57
458	28.00	3.45
459	16.00	16.57
460	14.00	16.57
461	12.01	16.57
462	10.02	16.57
463	8.05	16.56
464	6.03	16.45
465	26.00	3.45
466	3.71	16.15
467	24.00	3.45
468	22.00	3.45
469	20.00	3.45
470	18.00	3.45
471	16.00	3.45
472	3.53	13.93
473	14.00	3.46
474	3.46	11.93
475	12.01	3.47
476	3.43	9.91
477	10.03	3.52
478	3.37	7.82
479	8.07	3.64
480	3.12	5.99
481	6.03	3.86
482	3.73	3.92
483	60.78	18.14
484	62.88	7.46
485	62.79	8.79
486	62.81	10.28
487	62.84	11.78
488	62.90	13.27
489	62.98	14.72
490	62.92	16.16
491	62.70	17.87
492	63.28	19.28
493	64.78	35.14
494	64.85	4.59
495	63.08	20.60
496	75.06	35.30
497	75.60	5.20
498	63.03	4.72
499	59.73	16.66
500	61.08	4.80
501	56.94	15.07
502	59.09	4.88
503	55.01	15.02
504	57.08	4.96
505	55.07	5.02
506	53.03	14.97
507	53.04	5.07
508	51.02	14.94
509	51.03	5.09
510	49.02	14.93
511	49.02	5.11
512	47.01	14.92
513	47.01	5.12
514	45.01	14.91
515	45.01	5.13
516	43.01	14.91
517	43.01	5.14
518	41.01	14.90
519	41.01	5.14
520	39.00	14.90
521	39.00	5.15
522	37.00	14.90
523	37.00	5.15
524	35.00	14.90
525	33.00	14.90
526	35.00	5.15
527	31.00	14.90
528	33.00	5.15
529	29.00	14.90
530	31.00	5.16
531	27.00	14.90
532	25.00	14.90
533	29.00	5.16
534	23.00	14.90
535	27.00	5.16
536	21.00	14.90
537	19.00	14.90
538	17.00	14.89
539	25.00	5.16
540	15.00	14.89
541	13.01	14.89
542	11.01	14.88
543	9.05	14.90
544	23.00	5.16
545	7.17	14.90
546	21.00	5.16
547	19.00	5.16
548	17.00	5.16
549	15.00	5.16
550	5.13	12.83
551	13.01	5.17
552	5.16	10.91
553	11.03	5.21
554	5.17	8.77
555	9.14	5.29
556	5.09	6.25
557	7.28	5.60
558	61.40	11.04
559	61.42	12.58
560	61.38	9.56
561	61.60	14.10
562	61.90	15.34
563	62.08	6.27
564	58.82	15.11
565	60.15	6.39
566	58.16	6.50
567	56.03	13.46
568	56.15	6.63
569	54.06	13.36
570	54.10	6.71
571	52.05	13.31
572	52.06	6.75
573	50.03	13.29
574	50.03	6.77
575	48.02	13.28
576	48.02	6.79
577	46.02	13.27
578	46.02	6.80
579	44.01	13.27
580	44.01	6.81
581	42.01	13.26
582	42.01	6.82
583	40.01	13.26
584	40.01	6.82
585	38.00	13.26
586	38.00	6.83
587	36.00	13.26
588	36.00	6.83
589	34.00	13.26
590	34.00	6.83
591	32.00	13.26
592	32.00	6.83
593	30.00	13.26
594	28.00	13.26
595	30.00	6.83
596	26.00	13.26
597	28.00	6.83
598	24.00	13.26
599	26.00	6.83
600	22.00	13.26
601	20.00	13.26
602	24.00	6.84
603	18.00	13.26
604	16.00	13.25
605	22.00	6.84
606	14.01	13.24
607	12.02	13.22
608	20.00	6.84
609	10.01	13.18
610	8.06	13.29
611	18.00	6.84
612	16.00	6.84
613	14.01	6.84
614	6.78	11.97
615	12.03	6.87
616	6.97	9.91
617	10.09	6.92
618	6.97	7.70
619	8.46	6.86
620	59.96	11.80
621	59.98	10.30
622	60.08	9.02
623	64.06	6.28
624	61.23	7.92
625	59.25	7.91
626	57.90	13.59
627	60.56	15.21
628	57.32	8.16
629	55.18	11.78
630	55.23	8.35
631	53.10	11.70
632	53.12	8.39
633	51.06	11.67
634	51.06	8.41
635	49.04	11.66
636	49.04	8.42
637	47.02	11.66
638	47.02	8.44
639	45.02	11.66
640	45.02	8.45
641	43.01	11.66
642	43.01	8.45
643	41.01	11.66
644	41.01	8.46
645	39.01	11.66
646	39.01	8.46
647	37.01	11.66
648	37.01	8.47
649	35.00	11.66
650	35.00	8.47
651	33.00	11.66
652	33.00	8.47
653	31.00	11.66
654	31.00	8.47
655	29.00	11.66
656	29.00	8.47
657	27.00	11.66
658	27.00	8.47
659	25.00	11.66
660	23.00	11.66
661	25.00	8.47
662	21.00	11.66
663	23.00	8.47
664	19.00	11.66
665	21.00	8.47
666	17.00	11.66
667	15.01	11.65
668	19.00	8.47
669	13.03	11.63
670	11.06	11.56
671	17.00	8.47
672	8.88	11.25
673	15.01	8.47
674	13.03	8.48
675	11.08	8.53
676	8.96	8.75
677	6.50	13.54
678	58.47	11.00
679	58.66	12.38
680	58.60	9.42
681	59.84	13.53
682	57.13	12.04
683	61.43	16.56
684	54.21	10.06
685	52.09	10.05
686	50.05	10.04
687	48.03	10.05
688	46.02	10.05
689	44.02	10.06
690	42.01	10.06
691	40.01	10.07
692	38.01	10.07
693	36.00	10.07
694	34.00	10.07
695	32.00	10.07
696	30.00	10.07
697	28.00	10.07
698	26.00	10.07
699	24.00	10.07
700	22.00	10.07
701	20.00	10.07
702	18.00	10.07
703	16.01	10.07
704	14.02	10.06
705	12.09	10.05
706	5.34	14.64
707	56.58	10.11
708	10.40	10.04
